# g ma[MeV] Ea[MeV] dNdEdtKSVZ[adimensional]
1.99324e-5 1.05e1 1.09025e2 8.9588e29
1.99324e-5 1.05e1 1.10025e2 7.82241e29
1.99324e-5 1.05e1 1.11025e2 6.8292e29
1.99324e-5 1.05e1 1.12025e2 5.96433e29
1.99324e-5 1.05e1 1.13025e2 5.20835e29
1.99324e-5 1.05e1 1.14025e2 4.54652e29
1.99324e-5 1.05e1 1.15025e2 3.96433e29
1.99324e-5 1.05e1 1.16025e2 3.45708e29
1.99324e-5 1.05e1 1.17025e2 3.01792e29
1.99324e-5 1.05e1 1.18025e2 2.63482e29
1.99324e-5 1.05e1 1.19025e2 2.2998e29
1.99324e-5 1.05e1 1.20025e2 2.00764e29
1.99324e-5 1.05e1 1.21025e2 1.75249e29
1.99324e-5 1.05e1 1.22025e2 1.52907e29
1.99324e-5 1.05e1 1.23025e2 1.33409e29
1.99324e-5 1.05e1 1.24025e2 1.1636e29
1.99324e-5 1.05e1 1.25025e2 1.01465e29
1.99324e-5 1.05e1 1.26025e2 8.84701e28
1.99324e-5 1.05e1 1.27025e2 7.71641e28
1.99324e-5 1.05e1 1.28025e2 6.72984e28
1.99324e-5 1.05e1 1.29025e2 5.87068e28
1.99324e-5 1.05e1 1.30025e2 5.11701e28
1.99324e-5 1.05e1 1.31025e2 4.45981e28
1.99324e-5 1.05e1 1.32025e2 3.88679e28
1.99324e-5 1.05e1 1.33025e2 9.00784e28
1.99324e-5 1.05e1 1.34025e2 1.15283e29
1.99324e-5 1.05e1 1.35025e2 1.07569e29
1.99324e-5 1.05e1 1.36025e2 3.39429e28
1.99324e-5 1.05e1 1.37025e2 2.4892e28
1.99324e-5 1.05e1 1.38025e2 1.98054e28
1.99324e-5 1.05e1 1.39025e2 1.62634e28
1.99324e-5 1.05e1 1.40025e2 1.35717e28
1.99324e-5 1.05e1 1.41025e2 1.14301e28
1.99324e-5 1.05e1 1.42025e2 9.6875e27
1.99324e-5 1.05e1 1.43025e2 8.24495e27
1.99324e-5 1.05e1 1.44025e2 7.04082e27
1.99324e-5 1.05e1 1.45025e2 6.02265e27
1.99324e-5 1.05e1 1.46025e2 5.16274e27
1.99324e-5 1.05e1 1.47025e2 4.43169e27
1.99324e-5 1.05e1 1.48025e2 3.80781e27
1.99324e-5 1.05e1 1.49025e2 3.27438e27
1.99324e-5 1.05e1 1.50025e2 2.81805e27
1.99324e-5 1.05e1 1.51025e2 2.425e27
1.99324e-5 1.05e1 1.52025e2 2.09076e27
1.99324e-5 1.05e1 1.53025e2 1.80206e27
1.99324e-5 1.05e1 1.54025e2 1.55376e27
1.99324e-5 1.05e1 1.55025e2 1.34033e27
1.99324e-5 1.05e1 1.56025e2 1.15558e27
1.99324e-5 1.05e1 1.57025e2 9.97886e26
1.99324e-5 1.05e1 1.58025e2 8.61281e26
1.99324e-5 1.05e1 1.59025e2 7.4335e26
1.99324e-5 1.05e1 1.60025e2 6.4179e26
1.99324e-5 1.05e1 1.61025e2 5.54163e26
1.99324e-5 1.05e1 1.62025e2 4.78567e26
1.99324e-5 1.05e1 1.63025e2 4.13347e26
1.99324e-5 1.05e1 1.64025e2 2.6811e26
1.99324e-5 1.05e1 1.65025e2 2.3158e26
1.99324e-5 1.05e1 1.66025e2 2.00039e26
1.99324e-5 1.05e1 1.67025e2 1.72804e26
1.99324e-5 1.05e1 1.68025e2 1.49284e26
1.99324e-5 1.05e1 1.69025e2 1.28969e26
1.99324e-5 1.05e1 1.70025e2 1.11422e26
1.99324e-5 1.05e1 1.71025e2 9.62656e25
1.99324e-5 1.05e1 1.72025e2 8.31744e25
1.99324e-5 1.05e1 1.73025e2 7.18627e25
1.99324e-5 1.05e1 1.74025e2 6.21195e25
1.99324e-5 1.05e1 1.75025e2 3.13233e25
1.99324e-5 1.05e1 1.76025e2 2.70624e25
1.99324e-5 1.05e1 1.77025e2 2.3382e25
1.99324e-5 1.05e1 1.78025e2 2.02028e25
1.99324e-5 1.05e1 1.79025e2 1.74552e25
1.99324e-5 1.05e1 1.80025e2 8.05696e24
1.99324e-5 1.05e1 1.81025e2 6.96168e24
1.99324e-5 1.05e1 1.82025e2 6.0338e24
1.99324e-5 1.05e1 1.83025e2 0
1.99324e-5 1.05e1 1.84025e2 0
1.99324e-5 1.05e1 1.85025e2 0
1.99324e-5 1.05e1 1.86025e2 0
1.99324e-5 1.05e1 1.87025e2 0
1.99324e-5 1.05e1 1.88025e2 0
1.99324e-5 1.05e1 1.89025e2 0
1.99324e-5 1.05e1 1.90025e2 0
1.99324e-5 1.05e1 1.91025e2 0
1.99324e-5 1.05e1 1.92025e2 0
1.99324e-5 1.05e1 1.93025e2 0
1.99324e-5 1.05e1 1.94025e2 0
1.99324e-5 1.05e1 1.95025e2 0
1.99324e-5 1.05e1 1.96025e2 0
1.99324e-5 1.05e1 1.97025e2 0
1.99324e-5 1.05e1 1.98025e2 0
1.99324e-5 1.05e1 1.99025e2 0
1.99324e-5 1.525e1 1.60125e1 6.18387e33
1.99324e-5 1.525e1 1.70125e1 9.50233e33
1.99324e-5 1.525e1 1.80125e1 1.19435e34
1.99324e-5 1.525e1 1.90125e1 1.36334e34
1.99324e-5 1.525e1 2.00125e1 1.47117e34
1.99324e-5 1.525e1 2.10125e1 1.52502e34
1.99324e-5 1.525e1 2.20125e1 1.5471e34
1.99324e-5 1.525e1 2.30125e1 1.53975e34
1.99324e-5 1.525e1 2.40125e1 1.50995e34
1.99324e-5 1.525e1 2.50125e1 1.46336e34
1.99324e-5 1.525e1 2.60125e1 1.40488e34
1.99324e-5 1.525e1 2.70125e1 1.33754e34
1.99324e-5 1.525e1 2.80125e1 1.26471e34
1.99324e-5 1.525e1 2.90125e1 1.18885e34
1.99324e-5 1.525e1 3.00125e1 1.11171e34
1.99324e-5 1.525e1 3.10125e1 1.04517e34
1.99324e-5 1.525e1 3.20125e1 9.68121e33
1.99324e-5 1.525e1 3.30125e1 8.93527e33
1.99324e-5 1.525e1 3.40125e1 8.22167e33
1.99324e-5 1.525e1 3.50125e1 7.54003e33
1.99324e-5 1.525e1 3.60125e1 6.74243e33
1.99324e-5 1.525e1 3.70125e1 6.16087e33
1.99324e-5 1.525e1 3.80125e1 5.61702e33
1.99324e-5 1.525e1 3.90125e1 5.10954e33
1.99324e-5 1.525e1 4.00125e1 4.6378e33
1.99324e-5 1.525e1 4.10125e1 4.24595e33
1.99324e-5 1.525e1 4.20125e1 3.83938e33
1.99324e-5 1.525e1 4.30125e1 3.46611e33
1.99324e-5 1.525e1 4.40125e1 3.12438e33
1.99324e-5 1.525e1 4.50125e1 2.81231e33
1.99324e-5 1.525e1 4.60125e1 2.52302e33
1.99324e-5 1.525e1 4.70125e1 2.26529e33
1.99324e-5 1.525e1 4.80125e1 2.03145e33
1.99324e-5 1.525e1 4.90125e1 1.81966e33
1.99324e-5 1.525e1 5.00125e1 1.62819e33
1.99324e-5 1.525e1 5.10125e1 1.45296e33
1.99324e-5 1.525e1 5.20125e1 1.29756e33
1.99324e-5 1.525e1 5.30125e1 1.15771e33
1.99324e-5 1.525e1 5.40125e1 1.0377e33
1.99324e-5 1.525e1 5.50125e1 9.19085e32
1.99324e-5 1.525e1 5.60125e1 8.16863e32
1.99324e-5 1.525e1 5.70125e1 7.26441e32
1.99324e-5 1.525e1 5.80125e1 6.45511e32
1.99324e-5 1.525e1 5.90125e1 5.73221e32
1.99324e-5 1.525e1 6.00125e1 5.08533e32
1.99324e-5 1.525e1 6.10125e1 4.5023e32
1.99324e-5 1.525e1 6.20125e1 3.99054e32
1.99324e-5 1.525e1 6.30125e1 3.5348e32
1.99324e-5 1.525e1 6.40125e1 3.12927e32
1.99324e-5 1.525e1 6.50125e1 2.76782e32
1.99324e-5 1.525e1 6.60125e1 2.44463e32
1.99324e-5 1.525e1 6.70125e1 2.16079e32
1.99324e-5 1.525e1 6.80125e1 1.90894e32
1.99324e-5 1.525e1 6.90125e1 1.68562e32
1.99324e-5 1.525e1 7.00125e1 1.48704e32
1.99324e-5 1.525e1 7.10125e1 1.31019e32
1.99324e-5 1.525e1 7.20125e1 1.15542e32
1.99324e-5 1.525e1 7.30125e1 1.0185e32
1.99324e-5 1.525e1 7.40125e1 8.97424e31
1.99324e-5 1.525e1 7.50125e1 7.90115e31
1.99324e-5 1.525e1 7.60125e1 6.95045e31
1.99324e-5 1.525e1 7.70125e1 6.11755e31
1.99324e-5 1.525e1 7.80125e1 5.38239e31
1.99324e-5 1.525e1 7.90125e1 4.734e31
1.99324e-5 1.525e1 8.00125e1 4.16009e31
1.99324e-5 1.525e1 8.10125e1 3.65297e31
1.99324e-5 1.525e1 8.20125e1 3.20994e31
1.99324e-5 1.525e1 8.30125e1 2.81981e31
1.99324e-5 1.525e1 8.40125e1 2.47632e31
1.99324e-5 1.525e1 8.50125e1 2.17286e31
1.99324e-5 1.525e1 8.60125e1 1.90549e31
1.99324e-5 1.525e1 8.70125e1 1.67205e31
1.99324e-5 1.525e1 8.80125e1 1.46682e31
1.99324e-5 1.525e1 8.90125e1 1.28644e31
1.99324e-5 1.525e1 9.00125e1 1.12711e31
1.99324e-5 1.525e1 9.10125e1 9.87015e30
1.99324e-5 1.525e1 9.20125e1 8.65072e30
1.99324e-5 1.525e1 9.30125e1 7.58023e30
1.99324e-5 1.525e1 9.40125e1 6.64071e30
1.99324e-5 1.525e1 9.50125e1 5.81364e30
1.99324e-5 1.525e1 9.60125e1 5.08821e30
1.99324e-5 1.525e1 9.70125e1 4.45491e30
1.99324e-5 1.525e1 9.80125e1 3.89967e30
1.99324e-5 1.525e1 9.90125e1 3.41297e30
1.99324e-5 1.525e1 1.00013e2 2.98615e30
1.99324e-5 1.525e1 1.01013e2 2.61221e30
1.99324e-5 1.525e1 1.02013e2 2.28495e30
1.99324e-5 1.525e1 1.03013e2 1.99834e30
1.99324e-5 1.525e1 1.04013e2 1.74731e30
1.99324e-5 1.525e1 1.05013e2 1.5259e30
1.99324e-5 1.525e1 1.06013e2 1.33232e30
1.99324e-5 1.525e1 1.07013e2 1.16455e30
1.99324e-5 1.525e1 1.08013e2 1.0211e30
1.99324e-5 1.525e1 1.09013e2 8.89301e29
1.99324e-5 1.525e1 1.10013e2 7.76639e29
1.99324e-5 1.525e1 1.11013e2 6.78147e29
1.99324e-5 1.525e1 1.12013e2 5.92366e29
1.99324e-5 1.525e1 1.13013e2 5.17371e29
1.99324e-5 1.525e1 1.14013e2 4.51708e29
1.99324e-5 1.525e1 1.15013e2 3.93929e29
1.99324e-5 1.525e1 1.16013e2 3.43574e29
1.99324e-5 1.525e1 1.17013e2 2.99974e29
1.99324e-5 1.525e1 1.18013e2 2.61924e29
1.99324e-5 1.525e1 1.19013e2 2.28661e29
1.99324e-5 1.525e1 1.20013e2 1.99644e29
1.99324e-5 1.525e1 1.21013e2 1.74292e29
1.99324e-5 1.525e1 1.22013e2 1.52096e29
1.99324e-5 1.525e1 1.23013e2 1.32719e29
1.99324e-5 1.525e1 1.24013e2 1.15773e29
1.99324e-5 1.525e1 1.25013e2 1.00961e29
1.99324e-5 1.525e1 1.26013e2 8.80451e28
1.99324e-5 1.525e1 1.27013e2 7.68025e28
1.99324e-5 1.525e1 1.28013e2 6.7026e28
1.99324e-5 1.525e1 1.29013e2 5.84457e28
1.99324e-5 1.525e1 1.30013e2 5.09483e28
1.99324e-5 1.525e1 1.31013e2 4.43852e28
1.99324e-5 1.525e1 1.32013e2 3.87075e28
1.99324e-5 1.525e1 1.33013e2 8.90711e28
1.99324e-5 1.525e1 1.34013e2 1.14411e29
1.99324e-5 1.525e1 1.35013e2 1.17614e29
1.99324e-5 1.525e1 1.36013e2 3.39046e28
1.99324e-5 1.525e1 1.37013e2 2.48219e28
1.99324e-5 1.525e1 1.38013e2 1.97392e28
1.99324e-5 1.525e1 1.39013e2 1.62058e28
1.99324e-5 1.525e1 1.40013e2 1.35225e28
1.99324e-5 1.525e1 1.41013e2 1.13884e28
1.99324e-5 1.525e1 1.42013e2 9.65226e27
1.99324e-5 1.525e1 1.43013e2 8.21519e27
1.99324e-5 1.525e1 1.44013e2 7.01504e27
1.99324e-5 1.525e1 1.45013e2 6.00143e27
1.99324e-5 1.525e1 1.46013e2 5.14482e27
1.99324e-5 1.525e1 1.47013e2 4.41654e27
1.99324e-5 1.525e1 1.48013e2 3.79501e27
1.99324e-5 1.525e1 1.49013e2 3.26376e27
1.99324e-5 1.525e1 1.50013e2 2.8089e27
1.99324e-5 1.525e1 1.51013e2 2.41899e27
1.99324e-5 1.525e1 1.52013e2 2.08422e27
1.99324e-5 1.525e1 1.53013e2 1.79659e27
1.99324e-5 1.525e1 1.54013e2 1.54908e27
1.99324e-5 1.525e1 1.55013e2 1.33637e27
1.99324e-5 1.525e1 1.56013e2 1.15301e27
1.99324e-5 1.525e1 1.57013e2 9.95051e26
1.99324e-5 1.525e1 1.58013e2 8.58882e26
1.99324e-5 1.525e1 1.59013e2 7.41321e26
1.99324e-5 1.525e1 1.60013e2 6.40073e26
1.99324e-5 1.525e1 1.61013e2 5.5271e26
1.99324e-5 1.525e1 1.62013e2 4.77328e26
1.99324e-5 1.525e1 1.63013e2 4.12307e26
1.99324e-5 1.525e1 1.64013e2 2.67451e26
1.99324e-5 1.525e1 1.65013e2 2.31021e26
1.99324e-5 1.525e1 1.66013e2 1.99566e26
1.99324e-5 1.525e1 1.67013e2 1.72404e26
1.99324e-5 1.525e1 1.68013e2 1.48946e26
1.99324e-5 1.525e1 1.69013e2 1.28683e26
1.99324e-5 1.525e1 1.70013e2 1.11181e26
1.99324e-5 1.525e1 1.71013e2 9.60612e25
1.99324e-5 1.525e1 1.72013e2 8.30016e25
1.99324e-5 1.525e1 1.73013e2 7.17166e25
1.99324e-5 1.525e1 1.74013e2 6.1996e25
1.99324e-5 1.525e1 1.75013e2 3.12624e25
1.99324e-5 1.525e1 1.76013e2 2.7011e25
1.99324e-5 1.525e1 1.77013e2 2.33385e25
1.99324e-5 1.525e1 1.78013e2 2.0166e25
1.99324e-5 1.525e1 1.79013e2 1.74242e25
1.99324e-5 1.525e1 1.80013e2 8.04291e24
1.99324e-5 1.525e1 1.81013e2 6.94981e24
1.99324e-5 1.525e1 1.82013e2 6.02379e24
1.99324e-5 1.525e1 1.83013e2 0
1.99324e-5 1.525e1 1.84013e2 0
1.99324e-5 1.525e1 1.85013e2 0
1.99324e-5 1.525e1 1.86013e2 0
1.99324e-5 1.525e1 1.87013e2 0
1.99324e-5 1.525e1 1.88013e2 0
1.99324e-5 1.525e1 1.89013e2 0
1.99324e-5 1.525e1 1.90013e2 0
1.99324e-5 1.525e1 1.91013e2 0
1.99324e-5 1.525e1 1.92013e2 0
1.99324e-5 1.525e1 1.93013e2 0
1.99324e-5 1.525e1 1.94013e2 0
1.99324e-5 1.525e1 1.95013e2 0
1.99324e-5 1.525e1 1.96013e2 0
1.99324e-5 1.525e1 1.97013e2 0
1.99324e-5 1.525e1 1.98013e2 0
1.99324e-5 1.525e1 1.99013e2 0
1.99324e-5 2.e1 2.1e1 4.64847e33
1.99324e-5 2.e1 2.2e1 6.39395e33
1.99324e-5 2.e1 2.3e1 7.65815e33
1.99324e-5 2.e1 2.4e1 8.50654e33
1.99324e-5 2.e1 2.5e1 9.01501e33
1.99324e-5 2.e1 2.6e1 9.25831e33
1.99324e-5 2.e1 2.7e1 9.29048e33
1.99324e-5 2.e1 2.8e1 9.16259e33
1.99324e-5 2.e1 2.9e1 8.91492e33
1.99324e-5 2.e1 3.e1 8.57916e33
1.99324e-5 2.e1 3.1e1 8.26298e33
1.99324e-5 2.e1 3.2e1 7.81399e33
1.99324e-5 2.e1 3.3e1 7.34172e33
1.99324e-5 2.e1 3.4e1 6.8976e33
1.99324e-5 2.e1 3.5e1 6.37915e33
1.99324e-5 2.e1 3.6e1 5.77478e33
1.99324e-5 2.e1 3.7e1 5.3329e33
1.99324e-5 2.e1 3.8e1 4.90849e33
1.99324e-5 2.e1 3.9e1 4.50386e33
1.99324e-5 2.e1 4.e1 4.12098e33
1.99324e-5 2.e1 4.1e1 3.79949e33
1.99324e-5 2.e1 4.2e1 3.47751e33
1.99324e-5 2.e1 4.3e1 3.15786e33
1.99324e-5 2.e1 4.4e1 2.86186e33
1.99324e-5 2.e1 4.5e1 2.58879e33
1.99324e-5 2.e1 4.6e1 2.33313e33
1.99324e-5 2.e1 4.7e1 2.09186e33
1.99324e-5 2.e1 4.8e1 1.88324e33
1.99324e-5 2.e1 4.9e1 1.69302e33
1.99324e-5 2.e1 5.e1 1.51997e33
1.99324e-5 2.e1 5.1e1 1.36056e33
1.99324e-5 2.e1 5.2e1 1.2186e33
1.99324e-5 2.e1 5.3e1 1.09023e33
1.99324e-5 2.e1 5.4e1 9.74349e32
1.99324e-5 2.e1 5.5e1 8.69835e32
1.99324e-5 2.e1 5.6e1 7.74829e32
1.99324e-5 2.e1 5.7e1 6.9052e32
1.99324e-5 2.e1 5.8e1 6.14855e32
1.99324e-5 2.e1 5.9e1 5.47027e32
1.99324e-5 2.e1 6.e1 4.8617e32
1.99324e-5 2.e1 6.1e1 4.31149e32
1.99324e-5 2.e1 6.2e1 3.82748e32
1.99324e-5 2.e1 6.3e1 3.39548e32
1.99324e-5 2.e1 6.4e1 3.01025e32
1.99324e-5 2.e1 6.5e1 2.66621e32
1.99324e-5 2.e1 6.6e1 2.3579e32
1.99324e-5 2.e1 6.7e1 2.08669e32
1.99324e-5 2.e1 6.8e1 1.84564e32
1.99324e-5 2.e1 6.9e1 1.63153e32
1.99324e-5 2.e1 7.e1 1.44088e32
1.99324e-5 2.e1 7.1e1 1.2708e32
1.99324e-5 2.e1 7.2e1 1.12176e32
1.99324e-5 2.e1 7.3e1 9.89736e31
1.99324e-5 2.e1 7.4e1 8.72883e31
1.99324e-5 2.e1 7.5e1 7.69171e31
1.99324e-5 2.e1 7.6e1 6.77157e31
1.99324e-5 2.e1 7.7e1 5.96458e31
1.99324e-5 2.e1 7.8e1 5.25184e31
1.99324e-5 2.e1 7.9e1 4.62251e31
1.99324e-5 2.e1 8.e1 4.06497e31
1.99324e-5 2.e1 8.1e1 3.57179e31
1.99324e-5 2.e1 8.2e1 3.14064e31
1.99324e-5 2.e1 8.3e1 2.7606e31
1.99324e-5 2.e1 8.4e1 2.42576e31
1.99324e-5 2.e1 8.5e1 2.12973e31
1.99324e-5 2.e1 8.6e1 1.86868e31
1.99324e-5 2.e1 8.7e1 1.64061e31
1.99324e-5 2.e1 8.8e1 1.43997e31
1.99324e-5 2.e1 8.9e1 1.26352e31
1.99324e-5 2.e1 9.e1 1.10757e31
1.99324e-5 2.e1 9.1e1 9.70342e30
1.99324e-5 2.e1 9.2e1 8.5083e30
1.99324e-5 2.e1 9.3e1 7.45864e30
1.99324e-5 2.e1 9.4e1 6.53672e30
1.99324e-5 2.e1 9.5e1 5.7251e30
1.99324e-5 2.e1 9.6e1 5.01266e30
1.99324e-5 2.e1 9.7e1 4.3904e30
1.99324e-5 2.e1 9.8e1 3.84462e30
1.99324e-5 2.e1 9.9e1 3.36597e30
1.99324e-5 2.e1 1.e2 2.94605e30
1.99324e-5 2.e1 1.01e2 2.578e30
1.99324e-5 2.e1 1.02e2 2.25908e30
1.99324e-5 2.e1 1.03e2 1.97342e30
1.99324e-5 2.e1 1.04e2 1.72606e30
1.99324e-5 2.e1 1.05e2 1.50778e30
1.99324e-5 2.e1 1.06e2 1.31686e30
1.99324e-5 2.e1 1.07e2 1.15515e30
1.99324e-5 2.e1 1.08e2 1.0065e30
1.99324e-5 2.e1 1.09e2 8.79696e29
1.99324e-5 2.e1 1.1e2 7.68438e29
1.99324e-5 2.e1 1.11e2 6.7116e29
1.99324e-5 2.e1 1.12e2 5.86402e29
1.99324e-5 2.e1 1.13e2 5.12283e29
1.99324e-5 2.e1 1.14e2 4.47272e29
1.99324e-5 2.e1 1.15e2 3.90236e29
1.99324e-5 2.e1 1.16e2 3.40432e29
1.99324e-5 2.e1 1.17e2 2.97348e29
1.99324e-5 2.e1 1.18e2 2.5963e29
1.99324e-5 2.e1 1.19e2 2.26704e29
1.99324e-5 2.e1 1.2e2 1.97975e29
1.99324e-5 2.e1 1.21e2 1.7287e29
1.99324e-5 2.e1 1.22e2 1.50883e29
1.99324e-5 2.e1 1.23e2 1.31678e29
1.99324e-5 2.e1 1.24e2 1.14892e29
1.99324e-5 2.e1 1.25e2 1.00215e29
1.99324e-5 2.e1 1.26e2 8.7405e28
1.99324e-5 2.e1 1.27e2 7.62565e28
1.99324e-5 2.e1 1.28e2 6.65608e28
1.99324e-5 2.e1 1.29e2 5.80495e28
1.99324e-5 2.e1 1.3e2 5.06107e28
1.99324e-5 2.e1 1.31e2 4.40977e28
1.99324e-5 2.e1 1.32e2 3.84622e28
1.99324e-5 2.e1 1.33e2 8.78714e28
1.99324e-5 2.e1 1.34e2 1.13296e29
1.99324e-5 2.e1 1.35e2 1.25465e29
1.99324e-5 2.e1 1.36e2 3.37934e28
1.99324e-5 2.e1 1.37e2 2.46959e28
1.99324e-5 2.e1 1.38e2 1.96289e28
1.99324e-5 2.e1 1.39e2 1.61124e28
1.99324e-5 2.e1 1.4e2 1.34439e28
1.99324e-5 2.e1 1.41e2 1.13221e28
1.99324e-5 2.e1 1.42e2 9.59648e27
1.99324e-5 2.e1 1.43e2 8.16818e27
1.99324e-5 2.e1 1.44e2 6.97544e27
1.99324e-5 2.e1 1.45e2 5.96782e27
1.99324e-5 2.e1 1.46e2 5.11651e27
1.99324e-5 2.e1 1.47e2 4.39258e27
1.99324e-5 2.e1 1.48e2 3.77474e27
1.99324e-5 2.e1 1.49e2 3.24669e27
1.99324e-5 2.e1 1.5e2 2.79438e27
1.99324e-5 2.e1 1.51e2 2.40668e27
1.99324e-5 2.e1 1.52e2 2.07221e27
1.99324e-5 2.e1 1.53e2 1.78775e27
1.99324e-5 2.e1 1.54e2 1.54158e27
1.99324e-5 2.e1 1.55e2 1.33001e27
1.99324e-5 2.e1 1.56e2 1.14761e27
1.99324e-5 2.e1 1.57e2 9.90472e26
1.99324e-5 2.e1 1.58e2 8.54997e26
1.99324e-5 2.e1 1.59e2 7.38026e26
1.99324e-5 2.e1 1.6e2 6.37276e26
1.99324e-5 2.e1 1.61e2 5.50336e26
1.99324e-5 2.e1 1.62e2 4.75322e26
1.99324e-5 2.e1 1.63e2 4.10597e26
1.99324e-5 2.e1 1.64e2 2.66362e26
1.99324e-5 2.e1 1.65e2 2.30097e26
1.99324e-5 2.e1 1.66e2 1.98782e26
1.99324e-5 2.e1 1.67e2 1.71737e26
1.99324e-5 2.e1 1.68e2 1.4838e26
1.99324e-5 2.e1 1.69e2 1.28203e26
1.99324e-5 2.e1 1.7e2 1.10773e26
1.99324e-5 2.e1 1.71e2 9.57149e25
1.99324e-5 2.e1 1.72e2 8.27076e25
1.99324e-5 2.e1 1.73e2 7.14671e25
1.99324e-5 2.e1 1.74e2 6.17841e25
1.99324e-5 2.e1 1.75e2 3.11575e25
1.99324e-5 2.e1 1.76e2 2.69219e25
1.99324e-5 2.e1 1.77e2 2.32629e25
1.99324e-5 2.e1 1.78e2 2.01018e25
1.99324e-5 2.e1 1.79e2 1.73696e25
1.99324e-5 2.e1 1.8e2 8.02483e24
1.99324e-5 2.e1 1.81e2 6.92878e24
1.99324e-5 2.e1 1.82e2 6.00593e24
1.99324e-5 2.e1 1.83e2 5.18937e24
1.99324e-5 2.e1 1.84e2 0
1.99324e-5 2.e1 1.85e2 0
1.99324e-5 2.e1 1.86e2 0
1.99324e-5 2.e1 1.87e2 0
1.99324e-5 2.e1 1.88e2 0
1.99324e-5 2.e1 1.89e2 0
1.99324e-5 2.e1 1.9e2 0
1.99324e-5 2.e1 1.91e2 0
1.99324e-5 2.e1 1.92e2 0
1.99324e-5 2.e1 1.93e2 0
1.99324e-5 2.e1 1.94e2 0
1.99324e-5 2.e1 1.95e2 0
1.99324e-5 2.e1 1.96e2 0
1.99324e-5 2.e1 1.97e2 0
1.99324e-5 2.e1 1.98e2 0
1.99324e-5 2.e1 1.99e2 0
1.99324e-5 2.e1 2.e2 0
1.99324e-5 2.12e1 2.226e1 4.26759e33
1.99324e-5 2.12e1 2.326e1 5.74206e33
1.99324e-5 2.12e1 2.426e1 6.80554e33
1.99324e-5 2.12e1 2.526e1 7.50949e33
1.99324e-5 2.12e1 2.626e1 7.92552e33
1.99324e-5 2.12e1 2.726e1 8.11093e33
1.99324e-5 2.12e1 2.826e1 8.11807e33
1.99324e-5 2.12e1 2.926e1 7.98907e33
1.99324e-5 2.12e1 3.026e1 7.75852e33
1.99324e-5 2.12e1 3.126e1 7.52668e33
1.99324e-5 2.12e1 3.226e1 7.16097e33
1.99324e-5 2.12e1 3.326e1 6.76276e33
1.99324e-5 2.12e1 3.426e1 6.34643e33
1.99324e-5 2.12e1 3.526e1 5.92366e33
1.99324e-5 2.12e1 3.626e1 5.38107e33
1.99324e-5 2.12e1 3.726e1 4.98397e33
1.99324e-5 2.12e1 3.826e1 4.59873e33
1.99324e-5 2.12e1 3.926e1 4.22891e33
1.99324e-5 2.12e1 4.026e1 3.87859e33
1.99324e-5 2.12e1 4.126e1 3.5803e33
1.99324e-5 2.12e1 4.226e1 3.26341e33
1.99324e-5 2.12e1 4.326e1 2.96763e33
1.99324e-5 2.12e1 4.426e1 2.69286e33
1.99324e-5 2.12e1 4.526e1 2.43796e33
1.99324e-5 2.12e1 4.626e1 2.20015e33
1.99324e-5 2.12e1 4.726e1 1.98562e33
1.99324e-5 2.12e1 4.826e1 1.78914e33
1.99324e-5 2.12e1 4.926e1 1.6097e33
1.99324e-5 2.12e1 5.026e1 1.44566e33
1.99324e-5 2.12e1 5.126e1 1.29551e33
1.99324e-5 2.12e1 5.226e1 1.16107e33
1.99324e-5 2.12e1 5.326e1 1.03936e33
1.99324e-5 2.12e1 5.426e1 9.29379e32
1.99324e-5 2.12e1 5.526e1 8.29811e32
1.99324e-5 2.12e1 5.626e1 7.39778e32
1.99324e-5 2.12e1 5.726e1 6.5957e32
1.99324e-5 2.12e1 5.826e1 5.87531e32
1.99324e-5 2.12e1 5.926e1 5.22912e32
1.99324e-5 2.12e1 6.026e1 4.64696e32
1.99324e-5 2.12e1 6.126e1 4.12425e32
1.99324e-5 2.12e1 6.226e1 3.66241e32
1.99324e-5 2.12e1 6.326e1 3.24998e32
1.99324e-5 2.12e1 6.426e1 2.88203e32
1.99324e-5 2.12e1 6.526e1 2.55248e32
1.99324e-5 2.12e1 6.626e1 2.25861e32
1.99324e-5 2.12e1 6.726e1 1.99928e32
1.99324e-5 2.12e1 6.826e1 1.76869e32
1.99324e-5 2.12e1 6.926e1 1.56384e32
1.99324e-5 2.12e1 7.026e1 1.38089e32
1.99324e-5 2.12e1 7.126e1 1.21853e32
1.99324e-5 2.12e1 7.226e1 1.0758e32
1.99324e-5 2.12e1 7.326e1 9.49371e31
1.99324e-5 2.12e1 7.426e1 8.37397e31
1.99324e-5 2.12e1 7.526e1 7.37836e31
1.99324e-5 2.12e1 7.626e1 6.49801e31
1.99324e-5 2.12e1 7.726e1 5.72454e31
1.99324e-5 2.12e1 7.826e1 5.04112e31
1.99324e-5 2.12e1 7.926e1 4.43756e31
1.99324e-5 2.12e1 8.026e1 3.90179e31
1.99324e-5 2.12e1 8.126e1 3.42972e31
1.99324e-5 2.12e1 8.226e1 3.01602e31
1.99324e-5 2.12e1 8.326e1 2.65132e31
1.99324e-5 2.12e1 8.426e1 2.32995e31
1.99324e-5 2.12e1 8.526e1 2.04536e31
1.99324e-5 2.12e1 8.626e1 1.79521e31
1.99324e-5 2.12e1 8.726e1 1.57625e31
1.99324e-5 2.12e1 8.826e1 1.38359e31
1.99324e-5 2.12e1 8.926e1 1.21414e31
