# g ma[MeV] Ea[MeV] dNdEdtKSVZ[adimensional]
5.01697e-6 1.525e1 1.68013e2 2.23403e26
5.01697e-6 1.525e1 1.69013e2 1.92309e26
5.01697e-6 1.525e1 1.70013e2 1.65578e26
5.01697e-6 1.525e1 1.71013e2 1.42595e26
5.01697e-6 1.525e1 1.72013e2 1.22832e26
5.01697e-6 1.525e1 1.73013e2 1.05817e26
5.01697e-6 1.525e1 1.74013e2 9.11749e25
5.01697e-6 1.525e1 1.75013e2 7.85694e25
5.01697e-6 1.525e1 1.76013e2 6.77152e25
5.01697e-6 1.525e1 1.77013e2 5.83728e25
5.01697e-6 1.525e1 1.78013e2 5.03244e25
5.01697e-6 1.525e1 1.79013e2 4.33855e25
5.01697e-6 1.525e1 1.80013e2 3.73984e25
5.01697e-6 1.525e1 1.81013e2 3.22528e25
5.01697e-6 1.525e1 1.82013e2 2.78126e25
5.01697e-6 1.525e1 1.83013e2 2.39852e25
5.01697e-6 1.525e1 1.84013e2 2.06857e25
5.01697e-6 1.525e1 1.85013e2 1.78411e25
5.01697e-6 1.525e1 1.86013e2 1.53885e25
5.01697e-6 1.525e1 1.87013e2 1.32717e25
5.01697e-6 1.525e1 1.88013e2 1.14481e25
5.01697e-6 1.525e1 1.89013e2 9.87536e24
5.01697e-6 1.525e1 1.90013e2 8.51877e24
5.01697e-6 1.525e1 1.91013e2 7.34909e24
5.01697e-6 1.525e1 1.92013e2 6.33744e24
5.01697e-6 1.525e1 1.93013e2 5.4675e24
5.01697e-6 1.525e1 1.94013e2 4.7187e24
5.01697e-6 1.525e1 1.95013e2 4.07123e24
5.01697e-6 1.525e1 1.96013e2 3.5124e24
5.01697e-6 1.525e1 1.97013e2 3.03039e24
5.01697e-6 1.525e1 1.98013e2 2.61456e24
5.01697e-6 1.525e1 1.99013e2 2.2559e24
5.01697e-6 2.e1 2.1e1 7.2776e33
5.01697e-6 2.e1 2.2e1 9.14134e33
5.01697e-6 2.e1 2.3e1 1.05767e34
5.01697e-6 2.e1 2.4e1 1.15478e34
5.01697e-6 2.e1 2.5e1 1.21351e34
5.01697e-6 2.e1 2.6e1 1.24131e34
5.01697e-6 2.e1 2.7e1 1.24444e34
5.01697e-6 2.e1 2.8e1 1.22855e34
5.01697e-6 2.e1 2.9e1 1.19819e34
5.01697e-6 2.e1 3.e1 1.15708e34
5.01697e-6 2.e1 3.1e1 1.11663e34
5.01697e-6 2.e1 3.2e1 1.05914e34
5.01697e-6 2.e1 3.3e1 9.97964e33
5.01697e-6 2.e1 3.4e1 9.35669e33
5.01697e-6 2.e1 3.5e1 8.73358e33
5.01697e-6 2.e1 3.6e1 7.97006e33
5.01697e-6 2.e1 3.7e1 7.43336e33
5.01697e-6 2.e1 3.8e1 6.91959e33
5.01697e-6 2.e1 3.9e1 6.42363e33
5.01697e-6 2.e1 4.e1 5.94819e33
5.01697e-6 2.e1 4.1e1 5.53742e33
5.01697e-6 2.e1 4.2e1 5.09104e33
5.01697e-6 2.e1 4.3e1 4.66883e33
5.01697e-6 2.e1 4.4e1 4.27355e33
5.01697e-6 2.e1 4.5e1 3.90524e33
5.01697e-6 2.e1 4.6e1 3.55651e33
5.01697e-6 2.e1 4.7e1 3.24218e33
5.01697e-6 2.e1 4.8e1 2.95199e33
5.01697e-6 2.e1 4.9e1 2.68436e33
5.01697e-6 2.e1 5.e1 2.4379e33
5.01697e-6 2.e1 5.1e1 2.20781e33
5.01697e-6 2.e1 5.2e1 2.00218e33
5.01697e-6 2.e1 5.3e1 1.81419e33
5.01697e-6 2.e1 5.4e1 1.64236e33
5.01697e-6 2.e1 5.5e1 1.48548e33
5.01697e-6 2.e1 5.6e1 1.34072e33
5.01697e-6 2.e1 5.7e1 1.21142e33
5.01697e-6 2.e1 5.8e1 1.09396e33
5.01697e-6 2.e1 5.9e1 9.87211e32
5.01697e-6 2.e1 6.e1 8.89985e32
5.01697e-6 2.e1 6.1e1 8.00922e32
5.01697e-6 2.e1 6.2e1 7.2197e32
5.01697e-6 2.e1 6.3e1 6.5047e32
5.01697e-6 2.e1 6.4e1 5.85862e32
5.01697e-6 2.e1 6.5e1 5.27193e32
5.01697e-6 2.e1 6.6e1 4.738e32
5.01697e-6 2.e1 6.7e1 4.26444e32
5.01697e-6 2.e1 6.8e1 3.83739e32
5.01697e-6 2.e1 6.9e1 3.45191e32
5.01697e-6 2.e1 7.e1 3.10205e32
5.01697e-6 2.e1 7.1e1 2.78471e32
5.01697e-6 2.e1 7.2e1 2.50452e32
5.01697e-6 2.e1 7.3e1 2.25242e32
5.01697e-6 2.e1 7.4e1 2.02524e32
5.01697e-6 2.e1 7.5e1 1.81971e32
5.01697e-6 2.e1 7.6e1 1.63415e32
5.01697e-6 2.e1 7.7e1 1.46917e32
5.01697e-6 2.e1 7.8e1 1.32085e32
5.01697e-6 2.e1 7.9e1 1.188e32
5.01697e-6 2.e1 8.e1 1.06733e32
5.01697e-6 2.e1 8.1e1 9.58007e31
5.01697e-6 2.e1 8.2e1 8.61305e31
5.01697e-6 2.e1 8.3e1 7.7442e31
5.01697e-6 2.e1 8.4e1 6.9623e31
5.01697e-6 2.e1 8.5e1 6.25312e31
5.01697e-6 2.e1 8.6e1 5.59065e31
5.01697e-6 2.e1 8.7e1 5.05103e31
5.01697e-6 2.e1 8.8e1 4.545e31
5.01697e-6 2.e1 8.9e1 4.08965e31
5.01697e-6 2.e1 9.e1 3.67763e31
5.01697e-6 2.e1 9.1e1 3.30694e31
5.01697e-6 2.e1 9.2e1 2.97774e31
5.01697e-6 2.e1 9.3e1 2.68226e31
5.01697e-6 2.e1 9.4e1 2.41586e31
5.01697e-6 2.e1 9.5e1 2.17453e31
5.01697e-6 2.e1 9.6e1 1.95752e31
5.01697e-6 2.e1 9.7e1 1.76463e31
5.01697e-6 2.e1 9.8e1 1.5913e31
5.01697e-6 2.e1 9.9e1 1.43805e31
5.01697e-6 2.e1 1.e2 1.30736e31
5.01697e-6 2.e1 1.01e2 1.18885e31
5.01697e-6 2.e1 1.02e2 1.06734e31
5.01697e-6 2.e1 1.03e2 9.56462e30
5.01697e-6 2.e1 1.04e2 8.54253e30
5.01697e-6 2.e1 1.05e2 7.58648e30
5.01697e-6 2.e1 1.06e2 6.73655e30
5.01697e-6 2.e1 1.07e2 6.07133e30
5.01697e-6 2.e1 1.08e2 5.48527e30
5.01697e-6 2.e1 1.09e2 4.9555e30
5.01697e-6 2.e1 1.1e2 4.47626e30
5.01697e-6 2.e1 1.11e2 4.04422e30
5.01697e-6 2.e1 1.12e2 3.65822e30
5.01697e-6 2.e1 1.13e2 3.31038e30
5.01697e-6 2.e1 1.14e2 2.97046e30
5.01697e-6 2.e1 1.15e2 2.66985e30
5.01697e-6 2.e1 1.16e2 2.39285e30
5.01697e-6 2.e1 1.17e2 2.18201e30
5.01697e-6 2.e1 1.18e2 1.99789e30
5.01697e-6 2.e1 1.19e2 1.84485e30
5.01697e-6 2.e1 1.2e2 1.71007e30
5.01697e-6 2.e1 1.21e2 1.58741e30
5.01697e-6 2.e1 1.22e2 1.44889e30
5.01697e-6 2.e1 1.23e2 1.31799e30
5.01697e-6 2.e1 1.24e2 1.19898e30
5.01697e-6 2.e1 1.25e2 1.09104e30
5.01697e-6 2.e1 1.26e2 9.93048e29
5.01697e-6 2.e1 1.27e2 9.04713e29
5.01697e-6 2.e1 1.28e2 8.24597e29
5.01697e-6 2.e1 1.29e2 7.51597e29
5.01697e-6 2.e1 1.3e2 6.852e29
5.01697e-6 2.e1 1.31e2 6.24873e29
5.01697e-6 2.e1 1.32e2 7.16827e29
5.01697e-6 2.e1 1.33e2 1.12562e30
5.01697e-6 2.e1 1.34e2 1.30046e30
5.01697e-6 2.e1 1.35e2 1.40919e30
5.01697e-6 2.e1 1.36e2 1.50638e29
5.01697e-6 2.e1 1.37e2 7.1601e28
5.01697e-6 2.e1 1.38e2 4.58337e28
5.01697e-6 2.e1 1.39e2 3.2757e28
5.01697e-6 2.e1 1.4e2 2.47893e28
5.01697e-6 2.e1 1.41e2 1.94082e28
5.01697e-6 2.e1 1.42e2 1.55333e28
5.01697e-6 2.e1 1.43e2 1.26238e28
5.01697e-6 2.e1 1.44e2 1.03728e28
5.01697e-6 2.e1 1.45e2 8.59509e27
5.01697e-6 2.e1 1.46e2 7.16772e27
5.01697e-6 2.e1 1.47e2 6.00862e27
5.01697e-6 2.e1 1.48e2 5.05647e27
5.01697e-6 2.e1 1.49e2 4.26992e27
5.01697e-6 2.e1 1.5e2 3.61751e27
5.01697e-6 2.e1 1.51e2 3.06893e27
5.01697e-6 2.e1 1.52e2 2.60992e27
5.01697e-6 2.e1 1.53e2 2.22323e27
5.01697e-6 2.e1 1.54e2 1.89657e27
5.01697e-6 2.e1 1.55e2 1.61994e27
5.01697e-6 2.e1 1.56e2 1.38518e27
5.01697e-6 2.e1 1.57e2 1.18562e27
5.01697e-6 2.e1 1.58e2 1.01565e27
5.01697e-6 2.e1 1.59e2 8.70669e26
5.01697e-6 2.e1 1.6e2 7.4687e26
5.01697e-6 2.e1 1.61e2 6.41041e26
5.01697e-6 2.e1 1.62e2 5.50531e26
5.01697e-6 2.e1 1.63e2 4.73004e26
5.01697e-6 2.e1 1.64e2 4.06559e26
5.01697e-6 2.e1 1.65e2 3.49582e26
5.01697e-6 2.e1 1.66e2 3.00663e26
5.01697e-6 2.e1 1.67e2 2.58693e26
5.01697e-6 2.e1 1.68e2 2.22649e26
5.01697e-6 2.e1 1.69e2 1.91668e26
5.01697e-6 2.e1 1.7e2 1.65035e26
5.01697e-6 2.e1 1.71e2 1.42133e26
5.01697e-6 2.e1 1.72e2 1.2244e26
5.01697e-6 2.e1 1.73e2 1.05484e26
5.01697e-6 2.e1 1.74e2 9.08926e25
5.01697e-6 2.e1 1.75e2 7.83298e25
5.01697e-6 2.e1 1.76e2 6.75119e25
5.01697e-6 2.e1 1.77e2 5.82001e25
5.01697e-6 2.e1 1.78e2 5.01779e25
5.01697e-6 2.e1 1.79e2 4.32612e25
5.01697e-6 2.e1 1.8e2 3.72933e25
5.01697e-6 2.e1 1.81e2 3.21632e25
5.01697e-6 2.e1 1.82e2 2.77367e25
5.01697e-6 2.e1 1.83e2 2.39208e25
5.01697e-6 2.e1 1.84e2 2.06311e25
5.01697e-6 2.e1 1.85e2 1.77947e25
5.01697e-6 2.e1 1.86e2 1.53492e25
5.01697e-6 2.e1 1.87e2 1.32384e25
5.01697e-6 2.e1 1.88e2 1.14198e25
5.01697e-6 2.e1 1.89e2 9.85134e24
5.01697e-6 2.e1 1.9e2 8.4984e24
5.01697e-6 2.e1 1.91e2 7.33182e24
5.01697e-6 2.e1 1.92e2 6.32278e24
5.01697e-6 2.e1 1.93e2 5.45507e24
5.01697e-6 2.e1 1.94e2 4.70817e24
5.01697e-6 2.e1 1.95e2 4.06215e24
5.01697e-6 2.e1 1.96e2 3.50483e24
5.01697e-6 2.e1 1.97e2 3.02397e24
5.01697e-6 2.e1 1.98e2 2.60912e24
5.01697e-6 2.e1 1.99e2 2.25129e24
5.01697e-6 2.e1 2.e2 1.94247e24
5.01697e-6 2.12e1 2.226e1 6.81652e33
5.01697e-6 2.12e1 2.326e1 8.38156e33
5.01697e-6 2.12e1 2.426e1 9.59365e33
5.01697e-6 2.12e1 2.526e1 1.03883e34
5.01697e-6 2.12e1 2.626e1 1.08627e34
5.01697e-6 2.12e1 2.726e1 1.10716e34
5.01697e-6 2.12e1 2.826e1 1.10628e34
5.01697e-6 2.12e1 2.926e1 1.08947e34
5.01697e-6 2.12e1 3.026e1 1.06032e34
5.01697e-6 2.12e1 3.126e1 1.02924e34
5.01697e-6 2.12e1 3.226e1 9.80747e33
5.01697e-6 2.12e1 3.326e1 9.28475e33
5.01697e-6 2.12e1 3.426e1 8.73721e33
5.01697e-6 2.12e1 3.526e1 8.18088e33
5.01697e-6 2.12e1 3.626e1 7.49486e33
5.01697e-6 2.12e1 3.726e1 7.01657e33
5.01697e-6 2.12e1 3.826e1 6.54637e33
5.01697e-6 2.12e1 3.926e1 6.08909e33
5.01697e-6 2.12e1 4.026e1 5.65225e33
5.01697e-6 2.12e1 4.126e1 5.26461e33
5.01697e-6 2.12e1 4.226e1 4.84433e33
5.01697e-6 2.12e1 4.326e1 4.4481e33
5.01697e-6 2.12e1 4.426e1 4.07628e33
5.01697e-6 2.12e1 4.526e1 3.72738e33
5.01697e-6 2.12e1 4.626e1 3.39918e33
5.01697e-6 2.12e1 4.726e1 3.10161e33
5.01697e-6 2.12e1 4.826e1 2.82622e33
5.01697e-6 2.12e1 4.926e1 2.57184e33
5.01697e-6 2.12e1 5.026e1 2.33617e33
5.01697e-6 2.12e1 5.126e1 2.11808e33
5.01697e-6 2.12e1 5.226e1 1.92217e33
5.01697e-6 2.12e1 5.326e1 1.74291e33
5.01697e-6 2.12e1 5.426e1 1.57861e33
5.01697e-6 2.12e1 5.526e1 1.42773e33
5.01697e-6 2.12e1 5.626e1 1.28968e33
5.01697e-6 2.12e1 5.726e1 1.16592e33
5.01697e-6 2.12e1 5.826e1 1.05326e33
5.01697e-6 2.12e1 5.926e1 9.50826e32
5.01697e-6 2.12e1 6.026e1 8.57125e32
5.01697e-6 2.12e1 6.126e1 8.96624e32
5.01697e-6 2.12e1 6.226e1 6.96067e32
5.01697e-6 2.12e1 6.326e1 6.27417e32
5.01697e-6 2.12e1 6.426e1 5.65263e32
5.01697e-6 2.12e1 6.526e1 5.08611e32
5.01697e-6 2.12e1 6.626e1 4.57386e32
5.01697e-6 2.12e1 6.726e1 4.11832e32
5.01697e-6 2.12e1 6.826e1 3.70677e32
5.01697e-6 2.12e1 6.926e1 3.33515e32
5.01697e-6 2.12e1 7.026e1 2.99664e32
5.01697e-6 2.12e1 7.126e1 2.69175e32
5.01697e-6 2.12e1 7.226e1 2.42187e32
5.01697e-6 2.12e1 7.326e1 2.17852e32
5.01697e-6 2.12e1 7.426e1 1.45307e32
5.01697e-6 2.12e1 7.526e1 1.76028e32
5.01697e-6 2.12e1 7.626e1 1.58142e32
5.01697e-6 2.12e1 7.726e1 1.42222e32
5.01697e-6 2.12e1 7.826e1 1.27886e32
5.01697e-6 2.12e1 7.926e1 1.15043e32
5.01697e-6 2.12e1 8.026e1 1.03295e32
5.01697e-6 2.12e1 8.126e1 9.28011e31
5.01697e-6 2.12e1 8.226e1 8.34583e31
5.01697e-6 2.12e1 8.326e1 7.50505e31
5.01697e-6 2.12e1 8.426e1 6.74747e31
5.01697e-6 2.12e1 8.526e1 6.05989e31
5.01697e-6 2.12e1 8.626e1 5.44379e31
5.01697e-6 2.12e1 8.726e1 4.89903e31
5.01697e-6 2.12e1 8.826e1 4.40884e31
5.01697e-6 2.12e1 8.926e1 3.96726e31
5.01697e-6 2.12e1 9.026e1 3.56775e31
5.01697e-6 2.12e1 9.126e1 3.20924e31
5.01697e-6 2.12e1 9.226e1 2.89071e31
5.01697e-6 2.12e1 9.326e1 2.60421e31
5.01697e-6 2.12e1 9.426e1 2.34538e31
5.01697e-6 2.12e1 9.526e1 2.11143e31
5.01697e-6 2.12e1 9.626e1 1.9013e31
5.01697e-6 2.12e1 9.726e1 1.7145e31
5.01697e-6 2.12e1 9.826e1 1.54629e31
5.01697e-6 2.12e1 9.926e1 1.4004e31
5.01697e-6 2.12e1 1.0026e2 1.27335e31
5.01697e-6 2.12e1 1.0126e2 1.15562e31
5.01697e-6 2.12e1 1.0226e2 1.03583e31
5.01697e-6 2.12e1 1.0326e2 9.28256e30
5.01697e-6 2.12e1 1.0426e2 8.27183e30
5.01697e-6 2.12e1 1.0526e2 7.34595e30
5.01697e-6 2.12e1 1.0626e2 6.53901e30
5.01697e-6 2.12e1 1.0726e2 5.90602e30
5.01697e-6 2.12e1 1.0826e2 5.33662e30
5.01697e-6 2.12e1 1.0926e2 4.82105e30
5.01697e-6 2.12e1 1.1026e2 4.35529e30
5.01697e-6 2.12e1 1.1126e2 3.93592e30
5.01697e-6 2.12e1 1.1226e2 3.56121e30
5.01697e-6 2.12e1 1.1326e2 3.22242e30
5.01697e-6 2.12e1 1.1426e2 2.89269e30
5.01697e-6 2.12e1 1.1526e2 2.59306e30
5.01697e-6 2.12e1 1.1626e2 2.33006e30
5.01697e-6 2.12e1 1.1726e2 2.13105e30
5.01697e-6 2.12e1 1.1826e2 1.95324e30
5.01697e-6 2.12e1 1.1926e2 1.80775e30
5.01697e-6 2.12e1 1.2026e2 1.67643e30
5.01697e-6 2.12e1 1.2126e2 1.55292e30
5.01697e-6 2.12e1 1.2226e2 1.41326e30
5.01697e-6 2.12e1 1.2326e2 1.28568e30
5.01697e-6 2.12e1 1.2426e2 1.16974e30
5.01697e-6 2.12e1 1.2526e2 1.0641e30
5.01697e-6 2.12e1 1.2626e2 9.69088e29
5.01697e-6 2.12e1 1.2726e2 8.83086e29
5.01697e-6 2.12e1 1.2826e2 8.04943e29
5.01697e-6 2.12e1 1.2926e2 7.33698e29
5.01697e-6 2.12e1 1.3026e2 6.69061e29
5.01697e-6 2.12e1 1.3126e2 6.10354e29
5.01697e-6 2.12e1 1.3226e2 8.63562e29
5.01697e-6 2.12e1 1.3326e2 1.18094e30
5.01697e-6 2.12e1 1.3426e2 1.33317e30
5.01697e-6 2.12e1 1.3526e2 7.54186e29
5.01697e-6 2.12e1 1.3626e2 1.17211e29
5.01697e-6 2.12e1 1.3726e2 6.26778e28
5.01697e-6 2.12e1 1.3826e2 4.16388e28
5.01697e-6 2.12e1 1.3926e2 3.02997e28
5.01697e-6 2.12e1 1.4026e2 2.31643e28
5.01697e-6 2.12e1 1.4126e2 1.82544e28
5.01697e-6 2.12e1 1.4226e2 1.88297e28
5.01697e-6 2.12e1 1.4326e2 1.19695e28
5.01697e-6 2.12e1 1.4426e2 9.85383e27
5.01697e-6 2.12e1 1.4526e2 8.1798e27
5.01697e-6 2.12e1 1.4626e2 6.83112e27
5.01697e-6 2.12e1 1.4726e2 5.73235e27
5.01697e-6 2.12e1 1.4826e2 4.82896e27
5.01697e-6 2.12e1 1.4926e2 4.08114e27
5.01697e-6 2.12e1 1.5026e2 3.45803e27
5.01697e-6 2.12e1 1.5126e2 2.93658e27
5.01697e-6 2.12e1 1.5226e2 2.49855e27
5.01697e-6 2.12e1 1.5326e2 2.13583e27
5.01697e-6 2.12e1 1.5426e2 1.81707e27
5.01697e-6 2.12e1 1.5526e2 1.55247e27
5.01697e-6 2.12e1 1.5626e2 1.32785e27
5.01697e-6 2.12e1 1.5726e2 1.13683e27
5.01697e-6 2.12e1 1.5826e2 9.74056e26
5.01697e-6 2.12e1 1.5926e2 8.35179e26
5.01697e-6 2.12e1 1.6026e2 7.16543e26
5.01697e-6 2.12e1 1.6126e2 6.1511e26
5.01697e-6 2.12e1 1.6226e2 5.28338e26
5.01697e-6 2.12e1 1.6326e2 4.53993e26
5.01697e-6 2.12e1 1.6426e2 3.90264e26
5.01697e-6 2.12e1 1.6526e2 3.35606e26
5.01697e-6 2.12e1 1.6626e2 2.88699e26
5.01697e-6 2.12e1 1.6726e2 2.48398e26
5.01697e-6 2.12e1 1.6826e2 2.13805e26
5.01697e-6 2.12e1 1.6926e2 1.84069e26
5.01697e-6 2.12e1 1.7026e2 1.58502e26
5.01697e-6 2.12e1 1.7126e2 1.36516e26
5.01697e-6 2.12e1 1.7226e2 1.17609e26
5.01697e-6 2.12e1 1.7326e2 1.01327e26
5.01697e-6 2.12e1 1.7426e2 8.73152e25
5.01697e-6 2.12e1 1.7526e2 7.52505e25
5.01697e-6 2.12e1 1.7626e2 6.48608e25
5.01697e-6 2.12e1 1.7726e2 5.68723e25
5.01697e-6 2.12e1 1.7826e2 4.82114e25
5.01697e-6 2.12e1 1.7926e2 4.15673e25
5.01697e-6 2.12e1 1.8026e2 3.58315e25
5.01697e-6 2.12e1 1.8126e2 3.0906e25
5.01697e-6 2.12e1 1.8226e2 2.66533e25
5.01697e-6 2.12e1 1.8326e2 2.29871e25
5.01697e-6 2.12e1 1.8426e2 1.98263e25
5.01697e-6 2.12e1 1.8526e2 1.7101e25
5.01697e-6 2.12e1 1.8626e2 1.47493e25
5.01697e-6 2.12e1 1.8726e2 1.27229e25
5.01697e-6 2.12e1 1.8826e2 1.09754e25
5.01697e-6 2.12e1 1.8926e2 9.46813e24
5.01697e-6 2.12e1 1.9026e2 8.16802e24
5.01697e-6 2.12e1 1.9126e2 7.04421e24
5.01697e-6 2.12e1 1.9226e2 6.07722e24
5.01697e-6 2.12e1 1.9326e2 5.2452e24
5.01697e-6 2.12e1 1.9426e2 4.52546e24
5.01697e-6 2.12e1 1.9526e2 3.90471e24
5.01697e-6 2.12e1 1.9626e2 3.36891e24
5.01697e-6 2.12e1 1.9726e2 2.90675e24
5.01697e-6 2.12e1 1.9826e2 2.50811e24
5.01697e-6 2.12e1 1.9926e2 2.16407e24
5.01697e-6 4.23e1 4.4415e1 1.37047e33
5.01697e-6 4.23e1 4.5415e1 1.36333e33
5.01697e-6 4.23e1 4.6415e1 1.35672e33
5.01697e-6 4.23e1 4.7415e1 1.33882e33
5.01697e-6 4.23e1 4.8415e1 1.30649e33
5.01697e-6 4.23e1 4.9415e1 1.2627e33
5.01697e-6 4.23e1 5.0415e1 1.20853e33
5.01697e-6 4.23e1 5.1415e1 1.14914e33
5.01697e-6 4.23e1 5.2415e1 1.08722e33
5.01697e-6 4.23e1 5.3415e1 1.02333e33
5.01697e-6 4.23e1 5.4415e1 9.58626e32
5.01697e-6 4.23e1 5.5415e1 8.93605e32
5.01697e-6 4.23e1 5.6415e1 8.30126e32
5.01697e-6 4.23e1 5.7415e1 7.69683e32
5.01697e-6 4.23e1 5.8415e1 7.11643e32
5.01697e-6 4.23e1 5.9415e1 6.56277e32
5.01697e-6 4.23e1 6.0415e1 6.03178e32
5.01697e-6 4.23e1 6.1415e1 5.53407e32
5.01697e-6 4.23e1 6.2415e1 5.0761e32
5.01697e-6 4.23e1 6.3415e1 4.64791e32
5.01697e-6 4.23e1 6.4415e1 4.24907e32
5.01697e-6 4.23e1 6.5415e1 3.87477e32
5.01697e-6 4.23e1 6.6415e1 3.53032e32
5.01697e-6 4.23e1 6.7415e1 3.21719e32
5.01697e-6 4.23e1 6.8415e1 2.92854e32
5.01697e-6 4.23e1 6.9415e1 2.66297e32
5.01697e-6 4.23e1 7.0415e1 2.416e32
5.01697e-6 4.23e1 7.1415e1 2.19147e32
5.01697e-6 4.23e1 7.2415e1 1.98952e32
5.01697e-6 4.23e1 7.3415e1 1.80484e32
5.01697e-6 4.23e1 7.4415e1 1.6361e32
5.01697e-6 4.23e1 7.5415e1 1.4811e32
5.01697e-6 4.23e1 7.6415e1 1.34055e32
5.01697e-6 4.23e1 7.7415e1 1.21391e32
5.01697e-6 4.23e1 7.8415e1 1.0987e32
5.01697e-6 4.23e1 7.9415e1 9.93896e31
5.01697e-6 4.23e1 8.0415e1 8.98166e31
5.01697e-6 4.23e1 8.1415e1 8.11652e31
5.01697e-6 4.23e1 8.2415e1 7.33891e31
5.01697e-6 4.23e1 8.3415e1 6.6342e31
5.01697e-6 4.23e1 8.4415e1 5.99285e31
5.01697e-6 4.23e1 8.5415e1 5.40719e31
5.01697e-6 4.23e1 8.6415e1 4.88086e31
5.01697e-6 4.23e1 8.7415e1 4.41155e31
5.01697e-6 4.23e1 8.8415e1 3.98681e31
5.01697e-6 4.23e1 8.9415e1 3.60146e31
5.01697e-6 4.23e1 9.0415e1 3.2513e31
5.01697e-6 4.23e1 9.1415e1 2.93606e31
5.01697e-6 4.23e1 9.2415e1 2.65415e31
5.01697e-6 4.23e1 9.3415e1 2.39907e31
5.01697e-6 4.23e1 9.4415e1 2.16745e31
5.01697e-6 4.23e1 9.5415e1 1.95731e31
5.01697e-6 4.23e1 9.6415e1 1.76825e31
5.01697e-6 4.23e1 9.7415e1 1.59928e31
5.01697e-6 4.23e1 9.8415e1 1.44635e31
5.01697e-6 4.23e1 9.9415e1 1.31563e31
5.01697e-6 4.23e1 1.00415e2 1.19994e31
5.01697e-6 4.23e1 1.01415e2 1.08956e31
5.01697e-6 4.23e1 1.02415e2 9.78298e30
5.01697e-6 4.23e1 1.03415e2 8.78183e30
5.01697e-6 4.23e1 1.04415e2 7.82509e30
5.01697e-6 4.23e1 1.05415e2 6.95834e30
5.01697e-6 4.23e1 1.06415e2 6.21803e30
5.01697e-6 4.23e1 1.07415e2 5.62865e30
5.01697e-6 4.23e1 1.08415e2 5.09614e30
5.01697e-6 4.23e1 1.09415e2 4.61237e30
5.01697e-6 4.23e1 1.10415e2 4.17467e30
5.01697e-6 4.23e1 1.11415e2 3.78018e30
5.01697e-6 4.23e1 1.12415e2 3.42648e30
5.01697e-6 4.23e1 1.13415e2 3.10389e30
5.01697e-6 4.23e1 1.14415e2 2.7872e30
5.01697e-6 4.23e1 1.15415e2 2.50176e30
5.01697e-6 4.23e1 1.16415e2 2.25725e30
5.01697e-6 4.23e1 1.17415e2 2.06964e30
5.01697e-6 4.23e1 1.18415e2 1.90329e30
5.01697e-6 4.23e1 1.19415e2 1.76648e30
5.01697e-6 4.23e1 1.20415e2 1.64181e30
5.01697e-6 4.23e1 1.21415e2 1.51978e30
5.01697e-6 4.23e1 1.22415e2 1.38427e30
5.01697e-6 4.23e1 1.23415e2 1.26083e30
5.01697e-6 4.23e1 1.24415e2 1.14846e30
5.01697e-6 4.23e1 1.25415e2 1.04633e30
5.01697e-6 4.23e1 1.26415e2 9.53732e29
5.01697e-6 4.23e1 1.27415e2 8.70093e29
5.01697e-6 4.23e1 1.28415e2 7.93851e29
5.01697e-6 4.23e1 1.29415e2 7.24372e29
5.01697e-6 4.23e1 1.30415e2 6.61154e29
5.01697e-6 4.23e1 1.31415e2 6.05497e29
5.01697e-6 4.23e1 1.32415e2 9.46619e29
5.01697e-6 4.23e1 1.33415e2 1.20841e30
5.01697e-6 4.23e1 1.34415e2 1.34771e30
5.01697e-6 4.23e1 1.35415e2 4.70977e29
5.01697e-6 4.23e1 1.36415e2 1.02345e29
5.01697e-6 4.23e1 1.37415e2 5.68858e28
5.01697e-6 4.23e1 1.38415e2 3.82008e28
5.01697e-6 4.23e1 1.39415e2 2.79113e28
5.01697e-6 4.23e1 1.40415e2 2.13809e28
5.01697e-6 4.23e1 1.41415e2 1.68669e28
5.01697e-6 4.23e1 1.42415e2 1.35682e28
5.01697e-6 4.23e1 1.43415e2 1.10727e28
5.01697e-6 4.23e1 1.44415e2 9.11911e27
5.01697e-6 4.23e1 1.45415e2 7.57308e27
5.01697e-6 4.23e1 1.46415e2 6.32711e27
5.01697e-6 4.23e1 1.47415e2 5.31224e27
5.01697e-6 4.23e1 1.48415e2 4.47652e27
5.01697e-6 4.23e1 1.49415e2 3.78478e27
5.01697e-6 4.23e1 1.50415e2 3.21004e27
5.01697e-6 4.23e1 1.51415e2 2.72599e27
5.01697e-6 4.23e1 1.52415e2 2.31996e27
5.01697e-6 4.23e1 1.53415e2 1.97838e27
5.01697e-6 4.23e1 1.54415e2 1.6891e27
5.01697e-6 4.23e1 1.55415e2 1.44389e27
5.01697e-6 4.23e1 1.56415e2 1.23724e27
5.01697e-6 4.23e1 1.57415e2 1.05835e27
5.01697e-6 4.23e1 1.58415e2 9.07262e26
5.01697e-6 4.23e1 1.59415e2 7.78286e26
5.01697e-6 4.23e1 1.60415e2 6.68068e26
5.01697e-6 4.23e1 1.61415e2 5.73758e26
5.01697e-6 4.23e1 1.62415e2 4.93068e26
5.01697e-6 4.23e1 1.63415e2 4.23891e26
5.01697e-6 4.23e1 1.64415e2 3.64562e26
5.01697e-6 4.23e1 1.65415e2 3.13653e26
5.01697e-6 4.23e1 1.66415e2 2.69917e26
5.01697e-6 4.23e1 1.67415e2 2.32399e26
