# Ea rad s(Ea,rad)
5.838384e+01 1.000000e+00 2.613424e-01
5.838384e+01 2.000000e+00 2.676164e-01
5.838384e+01 3.000000e+00 2.797116e-01
5.838384e+01 4.000000e+00 2.920130e-01
5.838384e+01 5.000000e+00 3.096860e-01
5.838384e+01 6.000000e+00 3.446781e-01
5.838384e+01 7.000000e+00 3.660796e-01
5.838384e+01 8.000000e+00 3.321789e-01
5.838384e+01 9.000000e+00 2.924658e-01
5.838384e+01 1.000000e+01 2.717793e-01
5.838384e+01 1.100000e+01 2.631025e-01
5.838384e+01 1.200000e+01 2.616696e-01
5.838384e+01 1.300000e+01 2.642016e-01
5.838384e+01 1.400000e+01 2.701768e-01
5.838384e+01 1.500000e+01 2.763918e-01
5.838384e+01 1.600000e+01 2.854856e-01
5.838384e+01 1.700000e+01 2.938190e-01
5.838384e+01 1.800000e+01 3.067416e-01
5.838384e+01 1.900000e+01 3.148919e-01
5.838384e+01 2.000000e+01 3.174261e-01
6.140404e+01 0.000000e+00 2.732700e-01
6.140404e+01 1.000000e+00 2.776492e-01
6.140404e+01 2.000000e+00 2.840119e-01
6.140404e+01 3.000000e+00 2.959896e-01
6.140404e+01 4.000000e+00 3.079997e-01
6.140404e+01 5.000000e+00 3.251434e-01
6.140404e+01 6.000000e+00 3.587000e-01
6.140404e+01 7.000000e+00 3.766779e-01
6.140404e+01 8.000000e+00 3.382650e-01
6.140404e+01 9.000000e+00 2.964253e-01
6.140404e+01 1.000000e+01 2.749276e-01
6.140404e+01 1.100000e+01 2.659209e-01
6.140404e+01 1.200000e+01 2.643724e-01
6.140404e+01 1.300000e+01 2.668728e-01
6.140404e+01 1.400000e+01 2.728971e-01
6.140404e+01 1.500000e+01 2.790743e-01
6.140404e+01 1.600000e+01 2.881689e-01
6.140404e+01 1.700000e+01 2.963506e-01
6.140404e+01 1.800000e+01 3.088853e-01
6.140404e+01 1.900000e+01 3.156900e-01
6.140404e+01 2.000000e+01 3.166979e-01
6.442424e+01 0.000000e+00 2.900695e-01
6.442424e+01 1.000000e+00 2.945463e-01
6.442424e+01 2.000000e+00 3.009544e-01
6.442424e+01 3.000000e+00 3.127414e-01
6.442424e+01 4.000000e+00 3.243845e-01
6.442424e+01 5.000000e+00 3.408997e-01
6.442424e+01 6.000000e+00 3.728079e-01
6.442424e+01 7.000000e+00 3.871143e-01
6.442424e+01 8.000000e+00 3.440883e-01
6.442424e+01 9.000000e+00 3.001360e-01
6.442424e+01 1.000000e+01 2.778391e-01
6.442424e+01 1.100000e+01 2.685027e-01
6.442424e+01 1.200000e+01 2.668297e-01
6.442424e+01 1.300000e+01 2.692838e-01
6.442424e+01 1.400000e+01 2.753335e-01
6.442424e+01 1.500000e+01 2.814461e-01
6.442424e+01 1.600000e+01 2.904982e-01
6.442424e+01 1.700000e+01 2.984729e-01
6.442424e+01 1.800000e+01 3.105412e-01
6.442424e+01 1.900000e+01 3.159798e-01
6.442424e+01 2.000000e+01 3.155353e-01
6.744444e+01 0.000000e+00 3.074815e-01
6.744444e+01 1.000000e+00 3.120200e-01
6.744444e+01 2.000000e+00 3.184262e-01
